word,synonym,description
"나트륨 유황 전지, -硫黃電池, Natrium Sulfur Battery, NaS 전지",,"음극에 나트륨(Na), 양극에 유황(S)으로 구성된 전해질로 나트륨 이온 전도성을 갖는 고체 전해질의 베타 알루미늄 세라믹스를 사용하는 2차 전지. NaS 전지는 높은 에너지 밀도용 축전지로 주로 환경 변화로 전력 생산이 일정하지 않는 신재생 에너지의 축전지용으로 많이 사용하고 있다."
"나팔 스피커, Horn Loudspeaker",동의어 : 혼 스피커,"드라이버 유닛의 진동판에서 나온 소리를 나팔 모양의 혼으로 공간에 방사하는 스피커. 지향성이 좋고, 능률이 높으며, 과도 특성도 좋기 때문에 시원하고 뚜렷한 소리를 낼 수 있다. 콘형이나 돔형보다 재생 대역이 좁고, 저음용으로 쓰려면 대형으로 만들어야 하는 단점도 있다."
"낙뢰 전자파 펄스, 落雷電磁波-, Lightning Electromagnetic Pulse, LEMP",,"뇌우(thunderstorm)가 발생할 때 정전기 방전으로 발생하는 전자파 펄스.전기·전자 장비 및 시스템과 결합하여 손상 전류나 전압 서지를 일으킬 수 있다.뇌우는 정전기가 방전될 때의 뇌성(천둥)과 방전 경로에서 발생한 플라스마 상태의 +이온과 –전자의 재결합 과정에서 에너지 차이로 발생하는 섬광(번개)을 동반한 전기 폭풍(electrical storm)이다. 낙뢰(electrical discharge)는 –전하를 갖는 구름과 +전하를 갖는 대지 사이에 정전기가 방전하면서 발생하는 뇌성(천둥)과 섬광(번개)을 의미하며, 쾌청한 날씨에 사람이 서 있는 경우 머리 쪽이 +전하를 가지고 대지는 –전하를 가진다. 이 때, 정전기 방전으로 방전 경로에 상당한 전류가 흐르고 광범위한 대역폭을 갖는 전자파가 복사된다.낙뢰가 장비에 미치는 영향은 직접적인 영향과 간접적인 영향으로 나뉜다. 낙뢰 직접 영향(Lighting Direct Effects)은 구름과 지면 사이에서 방전할 때 만들어지는 전하(電荷)가 흐르는 통로인 낙뢰 채널(lightning channel)과의 직접 접촉으로 발생되는 전류 흐름에 의해 생기는 영향이다. 이 영향에는 시스템 구조물이나 전기·전자 장비의 물리적 손상, 파열, 구부러짐, 화재 또는 하드웨어 손상 등이 있다.낙뢰 간접 영향(Lightning Indirect Effects)은 낙뢰로 발생한 전자기장 결합으로 생긴 전기적 과도현상으로 전기·전자 장비가 오작동을 일으키거나 손상되는 경우를 말한다.낙뢰 전자파 펄스(LEMP)는 낙뢰에 의한 간접적인 영향과 더 관련 있다.핵 폭발에 의한 고고도 핵 전자파 펄스(HEMP)나 비핵 전자파 펄스(NNEMP)보다 매우 낮은 주파수 성분(최대 10 MHz 이하)을 가지고 있지만, 낮은 주파수에서 전자기장의 세기는 HEMP보다 큰 것으로 알려져 있다. 낙뢰로 인한 영향에 대비하려고 시설이나 장비에 서지 보호 장치(SPD: Surge Protection Device) 등 대책 부품을 대부분 사용한다.장비나 시스템에 영향을 주는 낙뢰의 종류는 다음과 같다.O 직접뢰(Direct Lightning): 낙뢰가 구조물, 장비, 전력선 등에 직접 뇌격하는 것으로 약 20 kV 이상의 전압과 수 kA ~ 300 kA 이상의 과전류가 발생한다. O 간접뢰(Indirect Lightning): 송전, 통신선로에 뇌격하여 선로를 통하여 서지(Surge)가 전도되는 것으로 발생빈도가 가장 높고 6,000 V 이상의 매우 큰 에너지를 갖고 있어 간접뢰에 의한 피해가 가장 크다.O 유도뢰(Inducement Lightning): 낙뢰 지점 인근 대지에 매설된 전원선, 통신선, 금속 파이프 등 도체를 통하여 유도되는 것으로 고전압 고전류의 유입으로 접지 전위가 급상승하여 서지(Surge)가 발생한다.O 방전뢰(Bound Change): 지상과 구름, 구름 내, 구름과 구름 사이의 방전으로 유도된 전하가 전력선, 금속체 또는 지표로 흘러 장비를 손상시킨다.* 참고문헌- ANSI C63.14 - 2009- MIL-STD-464C- IEC61000-5-10&nbsp;&lt;시간영역에서의 LEMP와 NEMP(HEMP)의 파형 비교&gt;&lt;주파수영역에서의 LEMP와 NEMP(HEMP)의 스펙트럼 비교&gt;&nbsp;"
"난수, 亂數, random number",동의어 : 무작위수,"① n 진법의 각 자릿수가 1/n의 발생 확률로 얻어지는 무작위 숫자.예를 들어, 10진수 236에서 첫 번째 자릿수인 2는 10개 숫자 중에서 1/10의 확률로 얻어진 것이고, 3과 6도 마찬가지로 각각 1/10의 확률로 얻어진 것이다. ② 난수표나 일련의 숫자로부터 선택된 여러 개의 자릿수로 구성된 수."
"난수 발생기, 亂數發生器, random number generator",,특정한 제한 조건에 따라 일련의 난수를 발생시키기 위해 설계된 프로그램이나 하드웨어.
"난수열, 亂數列, random number sequence",,①하나하나의 수가 선행하는 수에 관한 지식만으로는 예측할 수 없는 수열. ②우연히 발생된 수의 집합. 같은 확률성과 무규칙성의 2가지 성질을 만족한다.
"난수표, 亂數表, random number table",,"무작위 추출을 할 때 이용되는 난수를 작성한 표. 0~9의 숫자가 임의로 나타나도록, 즉 어느 부분을 취하더라도 0~9의 숫자가 나타나는 확률이 일정하도록 숫자를 늘어놓은 표이다."
"난스, nonce",,"정보 기술에서 시간에 비례하는 매개 변수. 시간 지정, 웹 페이지 방문 회수, 파일의 비승인 중계 및 재현 제한 마커 등을 말하며, 시간에 따라 변하기 때문에 중계 및 재현 시도의 적정 여부, 현재 시각의 비교 결과를 쉽게 알 수 있다. 예를 들어, 시간이 난스를 초과하지 않거나 노 난스(no nonce)가 존재하면 그 시도는 승인되고, 반대이면 승인되지 않는다."
"난연 케이블, 難燃-, plenum cable",,건물 내에 배관 없이 포설하는 난연성(難燃性) 광케이블. 실내용으로 배관 내에 배선하지 않아도 충분한 화재 지연성이 있다. 공기가 통하는 천장 위나 마룻바닥 아래 또는 건물 벽 사이에 설치한다.
"난조, 亂調, hunting",,"①제동 기구 시스템에서의 주기적 에러. ②비디오테이프에서 테이프 속도의 주기적 변화로 인한 그림 혹은 음향의 저주파 불안정성. ③자동 헤어 시스템 중에 에너지를 축적하는 부분. 즉, 기계적인 관성이나 전기 회로의 임피던스, 정전 용량 등을 포함한 경우에 조정 감도를 어떤 한도 이상으로 하면 제어량이 규정치 상/하로 진동해서 정지되는 현상을 말한다."
"날짜 시간 통신 규약, -時間通信規約, day time protocol",,시스템의 날짜와 시간을 통지하는 서비스에 대한 통신 규약. 인터넷 사용자로부터 날짜와 시간에 대한 통지 요구가 있으면 TCP 포트의 13번을 감시하다가 그 시점의 시스템 일시를 텍스트로 송신한다. 이 규약은 DARPA RFC867(request for comments) 문서 번호가 부여되어 있다.
"낡은 파일 복구, -復舊, backward file recovery",,파일의 새로운 판과 데이터 처리 조작의 시계열적인 기록 데이터를 사용해서 낡은 판의 파일을 복구하는 것.
"남극 연구 과학 위원회, 南極硏究科學委員會, Scientific Committee on Antarctic Research, SCAR",,"지자기, 전자파, 대기, 해양, 기상 및 생물 분야, 관측 등 남극에 관한 세계적인 연구 조정 및 추진을 목적으로 설립된 단체. 1958년 3월에 네델란드의 헤이그에서 개최된 ICSU(International Council of Scientific Unions) 회의에서 남극 관측 특별 위원회를 설치하기로 하고, 1961년 9월 ICSU 총회에서 항구적인 기구로 확정하였다. 우리나라도 본 위원회 회원국으로 남극 기지에 연구원을 파견, 조사 연구 활동을 하고 있다."
"납 축전지, -蓄電池, lead accumulator",,"2차 전지의 대표적인 것으로 전해액은 비중 1.2(20%)의 묽은 황산, 양극은 PbO₂, 음극은 Pb 구조의 것. 기전력은 약 2.1V이다. 전해액 농도(비중)는 충/방전에 따라서 변하기 때문에 비중을 측정하면 충전량을 대략 알 수 있다. 알칼리 축전지(수산화칼륨 등 강 알칼리성 수용액으로 만든 전지)에 비해서 전압이 높고 비중은 충전 상태에 따라 변화하는 것이 특징이다."
"낮은 자리, low-order",,"어떤 숫자의 각 자릿수에 할당된 중요도에 관한 것. 예를 들면, 123456에서 낮은 자리 숫자는 6이다."
"낮은 자리 숫자, -數字, low-order digit",,하나의 숫자에서 중요도가 낮은 위치를 차지하는 자릿수.
"낱말 분석, -分析, lexical analysis",,"언어 처리기의 처리 과정 중 최초의 단계이며, 원시 프로그램 본문상의 기본 구성 요소(변수명, 예약어, 상수, 특수 기호 등)를 추출하여 내부 표현으로 변환하는 것."
"낱말 오류, -誤謬, lexical error",,"어셈블이나 컴파일 작업에서 발생하는 오류 중 한 가지로 변수 이름이나 숫자 등이 규칙에 어긋나는 것. 예를 들면, 1ABC와 같은 변수 이름을 쓰거나, 그 언어에서 허용하지 않는 문자를 사용하는 오류를 말한다."
"내공성, 耐空性, airworthiness",,"항공기가 비행 중에 외부 공기의 압력에 견딜 수 있는 강도, 구조 및 성능 등에 대한 적합성과 안전성. 기체(機體) 및 장비의 안전을 유지하기 위하여 기술적 기준에 따라 구체적으로 내공성을 표시한다."
"내그웨어, nagware",,사용자에게 주기적으로 소프트웨어를 등록하도록 요구하는 소프트웨어. 내그 스크린 쉐어웨어와 유사한 것으로 소프트웨어에 내장되어 있다. 계속적으로 키 입력을 요구함으로써 배치 모드로는 사용할 수 없게 유도하는 것이 특징이다.
"내대, 內帶, inner-belt",,"지상 약 1,000~ 5,000km의 고도에 있는 방사선대(van allen belt). 형성 원인은 우주선이 지구 대기에 충돌함으로써 생긴 중성자가 전자와 양자로 붕괴되어 지구 자장에 흡수된 것이라 생각되며, 지구의 지자기축에 대하여 회전 대칭의 모양을 하고 있다. 그 밖에 적도상 약 2만 km의 고도에도 방사선대가 있는데, 이것을 외대(外帶)라고 한다."
"내려받기, download",동의어 : 다운로드,"통신망을 통해서 어떤 컴퓨터의 기억 장치에서 한정된 자원을 갖고 있는 다른 컴퓨터의 기억 장치로 프로그램이나 파일을 전송하는 동작. 통신망을 통해서 인터넷이나 컴퓨터 통신에 있는 파일을 개인 사용자 컴퓨터로 가져오는 내려받기는 컴퓨터 통신에서의 큰 혜택의 하나다. 내려받기를 할 수 있는 유익한 프로그램이나 자료 파일 중에는 무료로 받아서 사용할 수 있는 프리웨어, 일정 기간만 시험용으로 사용할 수 있는 공유웨어 및 요금을 지불해야만 내려받기를 할 수 있는 것이 있다. 올려주기(upload)와 대칭된다."
"내림 순서 정렬, -順序整列, descending sort",동의어 : 내림 차례 짓기,데이터를 어느 항목에 대해서 그 대소 관계를 내림 순서로 고쳐 배열하는 것.
"내림 순서 키, -順序-, descending key",,"데이터 항목의 비교 규칙에 따라서 가장 높은 값의 키부터 시작하여 가장 낮은 값의 키에 이르는 순서대로 데이터가 나열되는 경우, 그 값을 갖는 키."
"내림 영자, -英字, descenders",,"g, j, p, q, y 등의 문자처럼 문자 표시 기본선 아래로 인쇄되거나 표시되는 문자. 점자식 인쇄기 중 일부는 이런 문자에 대해 문자 표시 기본선 아래는 표시하지 않는 것도 있다."
"내버림형, -型, abort pattern",,프레임을 버리기 위해 송신 측이 송출하거나 수신 측이 수신하였을 때 버리고자 하는 유형. 이 용어는 고위 데이터 링크 제어 절차(HDLC)에서만 사용한다.
"내부 가상 회선, 內部假想回線, internal virtual circuit",,패킷 교환망에서 두 단말 접속점 사이의 패킷 전달을 위해 설정된 경로. 각 경로가 표시되어 해당 가상 회선의 모든 패킷은 동일한 경로를 취하여 보내진 순서대로 도착한다.
"내부 경로 제어 통신 규약, 內部經路制御通信規約, Interior Gateway Routing Protocol, IGRP",,"미국 시스코사(Cisco)가 개발한 자율 시스템(AS) 내의 경로 지정 통신 규약. 자율 시스템 내에서는 경로 지정 정보 프로토콜(RIP: Routing Information Protocol) 등을 이용하는 경우가 많으나 내부 경로 제어 통신 규약(IGRP)은 경로 지정 정보 프로토콜(RIP)보다 대규모로 복잡한 통신망에서의 운용을 상정한 규격으로 되어 있다. 거리 벡터 라우팅 알고리듬(distance vector routing algorithm)을 채용하여 목적 통신망까지의 경로는 지연, 회선의 대역폭, 신뢰성 및 부하를 고려해서 결정한다. 통신망 관리자는 이들 매개 변수의 우선 순위를 결정할 수 있다."
"내부 고장 시간, 內部故障時間, internal down time",,통신망을 구성하는 아이템 자체의 장애에 기인하는 시간. 비활성 상태 시간의 일부다.
